Place_Name,Address,City,Rating,Total_Rati,Latitude,Longitude,Type,Descriptio
Waterville Opera House,"126 Kansas Ave, Waterville",Waterville,5.0,2,39.6916565,-96.7474501,"point_of_interest, establishment",The music was great and the lift was so helpful along with bathrooms.
Clay County Museum,"518 Lincoln Ave, Clay Center",Clay Center,4.8,32,39.3761339,-97.1257569,"museum, tourist_attraction, point_of_interest, establishment","This was Piotique weekend. It was amazing. The murals in this little Kansas town are beautiful. We had my husband's 60th class reunion . The Cedar Court motel is very well remodeled, and also has a small continental breakfast."
Seapo Mill,"County Rd 21 5110, Concordia",Concordia,4.0,1,39.6837119,-97.54611,"point_of_interest, establishment",A beautiful example of a early 20th century limestone home. Sadly vandalized but still beautiful.
Blue Rapids Museum,"36 Public Sq, Blue Rapids",Blue Rapids,4.8,13,39.6812124,-96.658911,"tourist_attraction, museum, point_of_interest, establishment","My daughter and I had a wonderful personal tour by curator, Lori Parker, who is very knowledgeable and personable. It was a very enjoyable and interesting museum full of memories of the town and surrounding area that my grandparents and parents have call"
Marysville Union Pacific Depot,"400 Hedrix Ave, Marysville",Marysville,4.7,14,39.8441718,-96.6489973,"museum, point_of_interest, establishment",A piece of local history and a local gem! The Depot has a hardworking group of volunteers working to restore the building back to its original integrity and the beauty that it is.
Greenwood County Historical Society,"120 W 4th St, Eureka",Eureka,5.0,2,37.8223962,-96.2951936,"museum, tourist_attraction, point_of_interest, establishment",Family members and I visited  this museum recently for the first time.  We were particularly interested in the Teterville oilfield area where my parents and sister lived.  The three volunteers who stayed late to help us were amazing representatives of bo
Historic Frisco Railroad Bridge,"M98V+33, Keighley",Keighley,5.0,2,37.6652129,-96.6073646,"point_of_interest, establishment","Very cool old railroad bridge, wish there was no graffiti ! It's in sketchy area!"
Butcher Falls,"Rd 14, Sedan",Sedan,5.0,5,37.1472893,-96.2682028,"point_of_interest, establishment","Nice little waterfall! Wasn?ÇÖt flowing as big as other times, but just being able to say that I visited a waterfall in Kansas was cool in itself. We brought our lunch and drinks and enjoyed the noise of the waterfall, while sitting on the rocks. Glad th"
Covered Rail Bridge New Albany KS,Fredonia,Fredonia,5.0,4,37.5822417,-95.9561293,"point_of_interest, establishment","This spot is gorgeous. I've only been able to visit this bridge on a cloudy day but it's set up to be stellar for photography. I mean a river, a rail bridge and a road bridge all conjoin in the same spot. Better yet, from the east side you could capture"
Crab Creek Bridge,"223rd Rd, Dexter",Dexter,4.8,9,37.141268,-96.74509,"point_of_interest, establishment","I think next time I go here I'll bring along loopers and trim a few bushes and trees.  I've seen this done at national parks and it ""frames"" the view."
Longton Calaboose,"106 5th St, Longton",Longton,5.0,2,37.3782205,-96.0797421,"point_of_interest, establishment","Actually kind of cool for what it is. The jail is basically intact and it looks as if bad guys could be locked up in it to this day. Not sure I would drive 1000 miles to see it, but any day trip through Southeast Kansas should include this stop."
Independence Bowstring Bridge,Independence,Independence,3.0,2,37.2248416,-95.6936763,"point_of_interest, establishment",
Old Mill Dam,"Mill Dam Rd, Fredonia",Fredonia,4.6,42,37.5146161,-95.8491375,"tourist_attraction, point_of_interest, establishment",Awesome old mill and dam. Very scenic. Road down to Fall River is very rough so parking at top of mill near water plant and walking down is probably a better choice if you don't have 4WD and more importantly high clearance.
Kalida Castle Cave,"964 Osage Rd, Yates Center",Yates Center,4.2,5,37.8595821,-95.7024621,"tourist_attraction, point_of_interest, establishment",It looks neat from the road. But the owners had the gate locked. Bummer
Independence Historical Museum & Art Center,"123 N 8th St, Independence",Independence,4.7,67,37.2240993,-95.7083253,"museum, tourist_attraction, point_of_interest, establishment","Nicely maintained local museum. Attended a musical event at the ""Meadowlark Lounge"", a corner of the main floor set up for performances. The Museum has many displays pertinent to local history and culture."
Little House on the Prairie Museum,"2507 CR, 3000 Rd, Independence",Independence,4.6,736,37.1248745,-95.8363966,"tourist_attraction, museum, point_of_interest, establishment","Great experience of the Laura Ingolls Wilder homestead. It's neat to see where Pa dug a 20' well, built a log cabin, and so much more. Modern restrooms. Great gift shop with excellent souvenirs. Almost all of the books are there for sale."
North Branch Otter Creek Bridge 1908,"Co Rd 24, Piedmont",Piedmont,5.0,5,37.690857,-96.38035,"point_of_interest, establishment",Triple stone arch bridge built in 1908. Can still go down and walk across it.
East CCC Historical Society,"508 N Main St, Burden",Burden,5.0,1,37.3169871,-96.7532523,"museum, point_of_interest, establishment",
Wilson County Historical Society,"420 N 7th St, Fredonia",Fredonia,0.0,0,37.5343815,-95.8262966,"museum, library, point_of_interest, establishment",No description available
The Old Jefferson Mercantile,"3312 County Rd 2800, Independence",Independence,0.0,0,37.1094176,-95.7624071,"point_of_interest, establishment",No description available
Fromm Stone Arch Bridge,Cambridge,Cambridge,5.0,5,37.3772716,-96.6524222,"point_of_interest, establishment",Awesome stone arch bridge from the early 1900s. Please no fishing they have no trespass signs up.
Kansas' Oldest Swinging Bridge,"631 N Biddle St, Moline",Moline,4.6,70,37.3660318,-96.304296,"tourist_attraction, point_of_interest, establishment","Very beautiful and historic bridge here in Moline, Kansas. I?ÇÖm driving across the country and this is one of the places on my list to go.

If you?ÇÖre anywhere in the area, please stop by here you will love it!
Especially your history nerds!!"
Caney Valley Historical Society & Museum Complex,"310 W 4th Ave, Caney",Caney,3.3,7,37.0117096,-95.9379711,"museum, point_of_interest, establishment",We checked your website it did not state you were closed today. 10 4 2021.  A long way to get a passport stamp.
Riverside Park Dinosaur Statue,Independence,Independence,5.0,4,37.2383927,-95.7009533,"point_of_interest, establishment",The park has so much to offer from the 5 cents carousel ride to the two dollar mini golf and fifty cent train ride. There are so many items to keep the kids busy at the park along with an old style train. The east side of the park has a bandsh3ll where t
Dr. George A.Tann Gravesite,Independence,Independence,5.0,1,37.2432658,-95.7055897,"point_of_interest, establishment",Easy to find thanks to the sign...right by the roadway.
Haskell County Historical,"Fairgrounds St, Sublette",Sublette,4.9,14,37.478262,-100.8364858,"museum, tourist_attraction, point_of_interest, establishment",Wow so much stuff from the past this place was surreal. Really made me stop and think and the kids absolutely loved it too.
Meade County Historical,"200 Carthage St, Meade",Meade,4.6,49,37.2856544,-100.3384266,"museum, tourist_attraction, point_of_interest, establishment","Stopped in today to check out the museum, it is laid out really nice starting with Native American artifacts and then from there onto early settlers. The guy that was there ""Brian"" was very friendly and knowledgeable. We really enjoyed it."
Kansas Welcome Sign,Liberal,Liberal,5.0,1,36.9988246,-100.8916932,"point_of_interest, establishment","It is always nice to find these types of signs. They give us a specific reference regarding the change of status, in order to confirm and/or adjust the itinerary/route under management."
Historic Adobe Museum,"300 E Oklahoma Ave, Ulysses",Ulysses,4.8,31,37.5770652,-101.3552232,"tourist_attraction, museum, point_of_interest, establishment",A sudden change in weather forced us to cancel our distance travel plans so decided to make a short trip to visit this museum since we already had day together planned. Was well worth the 30 minute drive. An excellent museum that showcases the changes in
Dorothy's House and the Land of Oz,"567 E Cedar St, Liberal",Liberal,4.3,1016,37.0345435,-100.9105968,"museum, tourist_attraction, point_of_interest, establishment","This was a cute place. I didn't do the tour, I just viewed the museum and bought souvenirs from the gift shop. The cashier was very kind and we enjoyed a chat while I shopped. Definitely worth stopping in! I included pics from the entrance."
Randall Girl Scout Cabin,"121 W 11th St, Liberal",Liberal,5.0,1,37.0508833,-100.925308,"point_of_interest, establishment","We went to get dinner, the food was delicious and we were eating right away ?á???ï after placing our order. Flautas ahogadas,churro, and agua de horchata were my order. Highly recommend ?á???î"
former AT&SF Train Depot,"408 E 10th St, Hugoton",Hugoton,0.0,0,37.1720366,-101.3420197,"point_of_interest, establishment",No description available
Grant County Museum,"300 E Oklahoma Ave, Ulysses",Ulysses,4.8,6,37.5769426,-101.3552174,"museum, tourist_attraction, point_of_interest, establishment","The people here know their history. I've seen buses from other towns taking their kids through the museum. It's a great experience for all ages. Well worth your time to stop in and take a look.

I personally was interested in the arrowhead and sharks tee"
Stauth Memorial Museum,"111 N Aztec St, Montezuma",Montezuma,4.8,28,37.596716,-100.442422,"tourist_attraction, museum, travel_agency, point_of_interest, establishment","For all of their world travels, ultimately, this museum tells the story of Montezuma. A great destination for anyone who loves travel."
Dalton Gang Hideout,"502 S Pearlette St, Meade",Meade,4.5,407,37.2808319,-100.3370671,"tourist_attraction, point_of_interest, establishment",This place was a little interesting. Good information about the Dalton brothers. Give us something to do as we overnighted in this small town. The man running it was very nice and informative.
Stevens County Gas Museum,"905 S Adams St, Hugoton",Hugoton,4.6,27,37.1726755,-101.341629,"museum, point_of_interest, establishment","This museum is awesome, it has so much stuff and is very interesting! And the people that run it are so nice and always helpful with any questions you have."
Historic Haggard General Store,Cimarron,Cimarron,4.0,1,37.6351909,-100.3155378,"food, point_of_interest, store, establishment",
Mid-America Air Museum,"2000 W 2nd St, Liberal",Liberal,4.7,265,37.0388389,-100.9512739,"museum, tourist_attraction, point_of_interest, establishment",Amazing facility! The staff was super kind. An amazing array of aircrafts. The kids have really enjoyed looking at everything and getting to sit in some of the aircrafts takeoff from the runway behind.
High Plains Heritage Foundation,"150 Plaza Dr #3, Liberal",Liberal,0.0,0,37.0511412,-100.9202246,"point_of_interest, establishment",No description available
Samson of the Cimarron bridge,"11772 Rd R, Liberal",Liberal,5.0,5,37.1497254,-100.7534909,"point_of_interest, establishment","Stunning bridge, a gorgeous and enduring feature of engineering."
Meade State Park,"12165 S V Rd, Meade",Meade,4.6,479,37.1637455,-100.4357972,"park, tourist_attraction, point_of_interest, establishment",Don't miss out on this camping oasis. We were pleased to see just about every campsite shaded with large trees. This also helped minimize the affects of a windy day. Designated swim area/sandy beach was perfect to hop in and beat the heat. Gradual slope
Albany Historical Society,"X4 Road, Sabetha",Sabetha,4.8,28,39.9362486,-95.797851,"museum, tourist_attraction, point_of_interest, establishment",A very good museum with thousands of artifacts showcasing NE Kansas and Southeast Nebraska history.  Exciting weekend show held the weekend after Labor Day in September.
Onaga Historical Society,"310 E 2nd St, Onaga",Onaga,4.9,7,39.4889827,-96.1659909,"museum, tourist_attraction, point_of_interest, establishment","Wonderful displays of local history, including a full-sized caboose, a one-room schoolhouse, and a settler's cabin. Marvelous way to spend an afternoon."
Historical Hand-Dug Well,"401 Road to Oz Highway, Westmoreland",Westmoreland,4.3,15,39.3962435,-96.4080357,"point_of_interest, establishment","It's amazing to read about it and to think it was hand dug. It was just sad to see that people thought it was a trashcan of some sort.... no, not the algae because that's going to be a thing in any still water situation. The plastic jugs, the shoes and o"
Nemaha County Historical Museum,"113 N 6th St, Seneca",Seneca,4.9,7,39.8361201,-96.0638549,"museum, tourist_attraction, point_of_interest, establishment","Very interesting! From the outside you'd never know the inside is full of all kinds of items from the past, some I've never seen before. Knowledgeable people inside to answer questions or give a tour. Enjoyed our visit."
The California-Oregon Trail Historical Marker,Westmoreland,Westmoreland,4.4,5,39.3812527,-96.4051985,"point_of_interest, establishment","This was a nice surprise finding the rest/picnic stop along our route on our way to Pawnee SRA.  It was an easy off and on from the road, and plenty of parking for our rig.  Across the road was the rest of the rest stop but perhaps too small for us to ge"
Wetmore Calaboose,"211 Nebraska St, Wetmore",Wetmore,5.0,1,39.6326248,-95.8131997,"point_of_interest, establishment",
Walnut Creek Bridge,"Coal Creek Rd, Valley Falls",Valley Falls,4.3,3,39.355183,-95.4585377,"point_of_interest, establishment",Nothing special. Just another country road bridge in Kansas somewhere. Through my eyes anyway
"""Four Horsemen of the Lines"" Marker","1712 Central Ave, Horton",Horton,5.0,1,39.6711021,-95.5270499,"point_of_interest, establishment",A moment of rural electrical history.
Rock Creek Valley Historical Society,"507 Burkman St, Westmoreland",Westmoreland,4.3,3,39.3911853,-96.4106113,"point_of_interest, establishment","While it is a rather small history museum, it is still pretty awesome, with great displays of local history, like a doctor's office and a one room schoolhouse. On the downside, not all of the displays were labelled, and on my visit, I was guided around b"
Rainbow Bridge(Finney Rd Bridge),"Finney Rd, Valley Falls",Valley Falls,4.3,4,39.3495624,-95.4795844,"point_of_interest, establishment","This bridge appeared eerie at first to me, I slowly pulled up and admired its structure and then I saw all the artwork ?á???à

It?ÇÖs an interesting piece for sure ?ÿ???Å creek bed?ÇÖs kinda dry right now but still a nice scape ?á????"
Brown County Historical Society - Ag Museum and Windmill Lane,"301 E Iowa St, Hiawatha",Hiawatha,4.3,20,39.8481521,-95.5219182,"museum, tourist_attraction, point_of_interest, establishment",They had there annual  corn picking  day  a field  just south  of there buildings it was free to get in  small  charge for a meal
Oregon Trail gravesite,"9HMV+F6, Westmoreland",Westmoreland,5.0,1,39.3836633,-96.4069085,"point_of_interest, establishment",Amazing historical site. Incredible to think that this person was passing through this area in the 1840s on the way to Oregon.
Valley Falls Historical Society,"312 Broadway St, Valley Falls",Valley Falls,0.0,0,39.3462669,-95.4565807,"museum, point_of_interest, establishment",No description available
Historical Shrine Church,"314 Broadway St, Valley Falls",Valley Falls,4.0,2,39.3463335,-95.4567478,"point_of_interest, establishment",A little bit of history to check out if you're passing through.
The Lane Trail,"2876 Acorn Rd #2858, Sabetha",Sabetha,3.8,6,39.9234714,-95.7888112,"point_of_interest, establishment",The roots of the civil war.  The determination of the abolitionists was amazing in keeping Kansas a free state. Ad Astra per Aspera.
Baker Bridge (Fishing Bridge),"8HR2+4P, Valley Falls",Valley Falls,4.0,3,39.3403125,-95.4481875,"point_of_interest, establishment","I found this bridge by complete accident but I?ÇÖm just as glad! There?ÇÖs some trails that veer off on the other side, but due to the environment- I wasn?ÇÖt dressed for that hike ?á???à

But definitely a good fishing area I?ÇÖm sure! The bridge is clos"
Nicodemus National Historic Site,"304 Washington Ave, Bogue",Bogue,4.7,281,39.3933595,-99.6146777,"tourist_attraction, point_of_interest, establishment",Arrived 15 minutes before opening but the Rangers opened up with the upmost politeness and was very knowledgeable with our questions. Wish everyone in that office the best in life!
Cottonwood Ranch State Historic Site,"14432 US-24, Studley",Studley,4.8,47,39.356305,-100.173178,"tourist_attraction, museum, point_of_interest, establishment",What a fantastic stop and piece of Kansas history.  The site is unmolested and presented as it was while the original family lived there.  The property maintains most of it's original furniture and fixtures.  The caretaker/staff member was incredibly kno
Nicodemus Historical Society,"611 5th St, Bogue",Bogue,4.7,3,39.3882245,-99.6187108,"museum, tourist_attraction, point_of_interest, establishment","This place is interesting, how it got started and how Nicodemus became the town it is today."
Fort Bissell Museum,"501 Fort Bissel Ave, Phillipsburg",Phillipsburg,4.6,22,39.7554363,-99.332581,"tourist_attraction, point_of_interest, establishment","Small fort and museum with 100% community donated artifacts, construction and time to assemble this collection of buildings as well as several rooms full of artifacts. The volunteers are kind and generous with plenty of details about the history of the a"
Logan Area Historical Museum,"219 W Main St, Logan",Logan,4.3,3,39.6616736,-99.5720139,"museum, tourist_attraction, point_of_interest, establishment","Cool place, with national / international stuff!"
Sheridan County Historical Society and Mickey's Museum,"1224 Oak Ave, Hoxie",Hoxie,5.0,1,39.3574535,-100.4387367,"point_of_interest, establishment",The women at the Sheridan county historical society are very knowledgeable and helpful
Norton County Museum,"105 E Lincoln St, Norton",Norton,4.0,3,39.8303379,-99.8886054,"museum, tourist_attraction, point_of_interest, establishment",We stopped by the county museum yet it was closed. It was open today or should be open today at 2:00 p.m. yet we are just too early and have many dots on our trip. The building is stone and looks very luck large inside and neat. Really nice set of stairs
They Also Ran Gallery,"105 W Main St, Norton",Norton,4.5,8,39.8292591,-99.889272,"museum, tourist_attraction, point_of_interest, establishment",We stopped by this gallery which of inside of a bank. They were not open today and we were not able to get a hold of them in time to set up an appointment for a Saturday visit. We will attempt to come back another time.
Logan Area Historical Society,"215 W Main St #217, Logan",Logan,0.0,0,39.6616734,-99.5720139,"point_of_interest, establishment",No description available
Nicodemus Historic Baseball Diamond,"418 Washington Ave, Bogue",Bogue,0.0,0,39.3932834,-99.6180579,"tourist_attraction, point_of_interest, establishment",No description available
Webster State Park,"1140 10 Rd, Stockton",Stockton,4.6,262,39.421989,-99.4342088,"tourist_attraction, park, point_of_interest, establishment","Webster is a very expansive park with numerous campgrounds within.  We stayed in Hill Top where about half of the sites were pull through, all in the sun, gravel, water, electricity.  We were there during a hazardous bacteria warning for the water so we"
Hometown Grounds,"761 3rd St, Phillipsburg",Phillipsburg,4.7,62,39.7565498,-99.3247766,"cafe, food, point_of_interest, store, establishment",I love it there! Why it's comfortable and their coffee is pretty good. Today I got a smoothie (mixed berry) an I loved it. My mom had gotten the Banana smoothie she loved it too. I would recommend this place to anyone who want to talk to friends and have
Heaton Building,"112 S State St, Norton",Norton,4.4,5,39.8289205,-99.8890492,"real_estate_agency, point_of_interest, establishment",Beautiful restored building with shops Rustic Rebel and Java House currently plus numerous offices!
Prairie Dog State Park,"13037 KS-261, Norton",Norton,4.6,235,39.8051101,-99.9440255,"tourist_attraction, park, point_of_interest, establishment",Very large park with a number of amenities. There are a number of prairie dogs all throughout the entrance area. We saw a burrowing owl as well and it took some photos and maybe a video or two. There is a boat ramp on the north side of the lake. And a nu
Immanuel Lutheran Church (historical location),"N Rd 20 W, Hoxie",Hoxie,0.0,0,39.4367784,-100.4794553,"church, place_of_worship, point_of_interest, establishment",No description available
Schweitzer Hotel,"224 W Main St, Hill City",Hill City,4.9,23,39.3647154,-99.8444344,"lodging, point_of_interest, establishment","This hotel surpassed our expectations. It's conveniently located on the main street heading through Hill City. Great deal for the price. Our host, Kathy, was friendly and ever so helpful from our first phone call on the road to our last phone call after"
Humboldt Historical Society,"416 N 2nd St, Humboldt",Humboldt,4.4,14,37.8142285,-95.4453033,"museum, tourist_attraction, point_of_interest, establishment",My only regret is not staying longer! We were unsure how much time we could spend looking around and only planned for about 30 minutes. We could have easily spent hours there digesting all the amazing history of the area. The staff were so welcoming as w
Allen County Historical Society,"20 S Washington Ave, Iola",Iola,4.8,26,37.9215804,-95.4057539,"museum, point_of_interest, establishment",It is an extremely fascinating place to learn the history of Allen County and view different artifacts from past!
Greenwood County Historical Society,"120 W 4th St, Eureka",Eureka,5.0,2,37.8223962,-96.2951936,"museum, tourist_attraction, point_of_interest, establishment",Family members and I visited  this museum recently for the first time.  We were particularly interested in the Teterville oilfield area where my parents and sister lived.  The three volunteers who stayed late to help us were amazing representatives of bo
William Allen White Historic,"927 Exchange St, Emporia",Emporia,4.9,39,38.4096192,-96.1753485,"museum, tourist_attraction, point_of_interest, establishment",Wonderful tour! Loved all the artifacts that they had on display. Really made the tour kid friendly for our 4th graders!
Northrup House,"315 East St, Iola",Iola,4.6,8,37.9219756,-95.4000976,"point_of_interest, establishment",Good job on painting it Nich Lohman! ?á???ü?á???ì
Dietrich Cabin,"City Park, Ottawa",Ottawa,4.3,15,38.6106064,-95.2679511,"tourist_attraction, museum, point_of_interest, establishment",Visited a few months ago and only saw the outside. Visited today for the open house and had a wonderful time. Becky the guide was very knowledgeable and made this visit wonderful. She made my husband interested in the history and he kept wanting to know
Historic Ottawa Trail Bridge (West),"JP95+V3, Ottawa",Ottawa,5.0,1,38.6196954,-95.2922834,"point_of_interest, establishment","I was born and raised in Ottawa, Kansas and ever sing I was a kid I always hung out with my friends down at the Ottawa second Steeet Dam. The Dam itself isn?ÇÖt directly connected to this bridge but you can go through the woods like we used to do..

Or j"
Lyon County History Center,"711 Commercial St, Emporia",Emporia,4.5,49,38.4066724,-96.1803561,"museum, tourist_attraction, point_of_interest, establishment","We visited for the playroom and exhibits.
We were very impressed with the play area: it seems like an enriching place for all ages.  There's a variety of activities, including magnet poetry, Legos, a play garden, shop, and house, and much more.
The exhib"
Red Rocks State Historic Site,"927 Exchange St, Emporia",Emporia,4.0,25,38.4096136,-96.1753485,"tourist_attraction, museum, point_of_interest, establishment","William Allen White's historic home called Red Rocks is an interesting place steeped in history. It has been restored and they have done a marvelous job in making it appear to be lived in.

I was surprised by the size of the interior; it is much larger t"
Osage County Historical Society,"631 Topeka Ave, Lyndon",Lyndon,4.6,12,38.6096926,-95.6842973,"museum, point_of_interest, establishment","Courteous, helpful, and knowledgeable about the contents there. One time visit is probably not enough time to find all they have that one may want for their research."
Coffey County Historical Museum,"1101 Neosho St, Burlington",Burlington,4.6,41,38.194431,-95.749326,"museum, tourist_attraction, point_of_interest, establishment","Amazing place, was only using their parking lot on this day. It's a big city museum snuggled into a small Midwest town."
Hartford Calaboose,"300 Commercial St, Hartford",Hartford,5.0,2,38.308111,-95.9577755,"point_of_interest, establishment","A small metal calaboose in Hartford, Kansas"
Arvonia School House,"32381 S Arvonia Rd, Lebo",Lebo,4.6,10,38.4783058,-95.8708093,"point_of_interest, establishment","Very beautiful structure, excellently preserved throughout the years with a well distinguished plaque out front to commemorate its History."
Arthur Capper Memorial,"508-500 S Cedar St, Garnett",Garnett,4.3,3,38.2798604,-95.2361546,"tourist_attraction, point_of_interest, establishment",
Higgin?ÇÖs Ranch,"3855 KS-99, Madison",Madison,5.0,1,38.1681548,-96.1582711,"point_of_interest, establishment",
The Coca-Cola Silo,"3521-3669 W 18th Ave, Emporia",Emporia,4.3,37,38.4193267,-96.22678,"tourist_attraction, point_of_interest, establishment","It?ÇÖs a bit withered away, the paint but it still stands tall with enough color to keep most of the iconic brand logo alive! You can even read the ingredients on the side and the ?Ç£Original?Ç¥ remark and much else.

If you stop in Emporia, you should d"
Lebo City Calaboose,"101 W Broadway St, Lebo",Lebo,5.0,1,38.4150504,-95.8593932,"point_of_interest, establishment","The beautiful, well preserved calaboose in Frankfort, Kansas."
Old Depot Museum,"135 W Tecumseh St, Ottawa",Ottawa,4.7,142,38.620439,-95.269717,"tourist_attraction, museum, point_of_interest, establishment","We truly enjoyed our stop at this museum on the Prairie Spirit State Park trailhead. What made our visit so great was our visit with Mike, the museum guide. He was so anxious to talk to us about the exhibits and point out things we wouldn't want to miss."
Kate Burnett Historical Marker,"RH67+66J, Humboldt",Humboldt,5.0,1,37.8105875,-95.4369844,"point_of_interest, establishment",
The Cross-MacTaggart House,"526 Union St, Emporia",Emporia,5.0,1,38.4047111,-96.1761149,"point_of_interest, establishment",Ross gives a great tour.
Spring Valley Historic Site,"816 N Spring Valley Rd, Junction City",Junction City,4.7,10,39.0296294,-96.8721267,"tourist_attraction, point_of_interest, establishment",Met here with the area home school group. It was very informative and the wild flower area was fun to see all the varieties blooming.
Geary County Historical Society,"530 N Adams St, Junction City",Junction City,4.5,41,39.0278966,-96.8337989,"tourist_attraction, museum, point_of_interest, establishment","I definitely enjoyed my time here. It is just unfortunate that it took me so long to visit. As someone who only lived in the area for a short time, I highly suggest coming here to grasp a piece of the history that sorrounds the Geary County communities."
Ogden Monument,"Huebner Rd, Fort Riley",Fort Riley,4.2,18,39.0643223,-96.7928187,"point_of_interest, establishment",Beautiful overlook and outdoor religious area on Fort Riley. If you get a chance to visit definitely recommend even if just for the view
Onaga Historical Society,"310 E 2nd St, Onaga",Onaga,4.9,7,39.4889827,-96.1659909,"museum, tourist_attraction, point_of_interest, establishment","Wonderful displays of local history, including a full-sized caboose, a one-room schoolhouse, and a settler's cabin. Marvelous way to spend an afternoon."
Wamego Historical Museum,"406 4th St, Wamego",Wamego,4.7,30,39.2021295,-96.3004304,"museum, tourist_attraction, point_of_interest, establishment","The staff was so friendly and told us a lot about the items in the main room.  One of the volunteers opened all of the display building on site so we could see them (school house, store, cabin, etc)."
Welcome to The Flint Hills Sign,"393-301 N Humboldt Creek Rd, Junction City",Junction City,4.5,2,39.0616799,-96.7204732,"point_of_interest, establishment",Beautiful place to stretch your legs
Goodnow House State Historic Site,"2301 Claflin Rd, Manhattan",Manhattan,4.5,13,39.192832,-96.5955693,"tourist_attraction, museum, point_of_interest, establishment",They didn't open until 2 pm so we waited and it was worth it. The gentleman who gave us the tour was very informative and told great stories.
Native Stone Scenic Byway Historical Marker,Alma,Alma,4.8,19,38.9073333,-96.2799133,"point_of_interest, establishment",Beautiful Kansas. Mind-boggling stone fencing. Rolling hills and winding roads.
The Mormon Trail South Fork Historical Marker,"Kennel Dr, Junction City",Junction City,5.0,1,39.0379154,-96.7655388,"point_of_interest, establishment",
Riley County Historical Museum,"2309 Claflin Rd, Manhattan",Manhattan,4.7,69,39.1923837,-96.5960979,"museum, tourist_attraction, point_of_interest, establishment",Great collection of local history. Be sure to visit the Goodnow house across from the museum. Got a wonderful guided tour of it from one of the staff members--very knowledgeable!
Historic Deep Creek Schoolhouse,"3125 Deep Creek Rd, Manhattan",Manhattan,5.0,8,39.1208508,-96.4825012,"point_of_interest, establishment",Interesting place with many years of history.
Historical Hand-Dug Well,"401 Road to Oz Highway, Westmoreland",Westmoreland,4.3,15,39.3962435,-96.4080357,"point_of_interest, establishment","It's amazing to read about it and to think it was hand dug. It was just sad to see that people thought it was a trashcan of some sort.... no, not the algae because that's going to be a thing in any still water situation. The plastic jugs, the shoes and o"
First Territorial Capitol State Historic Site,"693 Huebner Rd, Fort Riley",Fort Riley,4.4,43,39.0852807,-96.7621019,"tourist_attraction, museum, point_of_interest, establishment","The capital building itself is pretty cool. There are several neat museums on Fort Riley. I would?ÇÖve given it five stars if not for the background check required to enter the base. You will not be allowed to enter without providing a picture ID, Social"
Kimble Castle,"2001 Poyntz Ave, Manhattan",Manhattan,5.0,2,39.1792267,-96.5887131,"point_of_interest, establishment","Kimball Castle is an AMAZING local treasure!! The historic design and incredible grounds are stunning!  I did the home inspection when it sold recently and there was so much to see! The Guest House is beautiful! At some point, my wife and I hope to spend"
The vieux Crossing and the Miltary road,"19466-19886 Oregon Trail Rd, Wamego",Wamego,3.0,1,39.2564926,-96.2507483,"point_of_interest, establishment","Not quite sure what to make of this place, since there is barely anything here at all. There are two interesting historical markers describing the crossing and the military road, plus a pavilion over a single picnic table. Barely enough parking for a cou"
Wabaunsee County Historical Society & Museum,"227 Missouri Ave, Alma",Alma,4.7,13,39.0126409,-96.2896837,"museum, tourist_attraction, point_of_interest, establishment","Great little museum of local history, covering Wabaunsee County from its frontier days. Lots and lots of exhibits spread out through the building.

When I visited in July 2022, the museum was undergoing some minor renovations in part of the building. Not"
The California-Oregon Trail Historical Marker,Westmoreland,Westmoreland,4.4,5,39.3812527,-96.4051985,"point_of_interest, establishment","This was a nice surprise finding the rest/picnic stop along our route on our way to Pawnee SRA.  It was an easy off and on from the road, and plenty of parking for our rig.  Across the road was the rest of the rest stop but perhaps too small for us to ge"
Vieux Crossing Cemetery and Historical Marker,Louisville,Louisville,4.6,5,39.255884,-96.246578,"point_of_interest, establishment",We found this spot while looking for an Oregon trail crossing. Interesting historical information hidden in Kansas.
Fort Leavenworth - Fort Riley Military Road,Manhattan,Manhattan,5.0,1,39.1588092,-96.6817779,"point_of_interest, establishment",
Monument to the Ice Age,"598 Main St, Blue Rapids",Blue Rapids,4.1,12,39.6816041,-96.6595109,"tourist_attraction, point_of_interest, establishment",A monument to the ice age with information about the animals and geology of that time period. The surrounding park and has a fountain and veterans memorial. The park is surrounded by interesting historic buildings. Most were closed.
Indian Mound,Hartland,Hartland,4.0,1,37.8952384,-101.3393055,"point_of_interest, establishment",Beautiful and peaceful.  Very interesting history behind it.
Historic Adobe Museum,"300 E Oklahoma Ave, Ulysses",Ulysses,4.8,31,37.5770652,-101.3552232,"tourist_attraction, museum, point_of_interest, establishment",A sudden change in weather forced us to cancel our distance travel plans so decided to make a short trip to visit this museum since we already had day together planned. Was well worth the 30 minute drive. An excellent museum that showcases the changes in
Finney County Museum,"403 S 4th St, Garden City",Garden City,4.7,76,37.9602562,-100.8709223,"museum, point_of_interest, establishment","Great place to take the family, it's a great zoo and it is free to go.. I don't know of any other zoos that are free. They have a good playground inside the zoo and a carousel ?á???á"
Largest Flag in Kansas,"1621 E Fulton St, Garden City",Garden City,5.0,4,37.9644498,-100.8531528,"point_of_interest, establishment",What a beautiful sight driving down Fulton Street and seeing the American ?á?????á???? flying high over my head. Shared on my Facebook page and of course your wonderful business in the background .
