state,county,population
 Texas,Reeves County,14748
 Texas,Refugio County,6741
 Texas,Roberts County,827
 Texas,Robertson County,16757
 Texas,Rockwall County,107819
 Texas,Runnels County,9900
 Texas,Rusk County,52214
 Texas,Sabine County,9894
 Texas,San Augustine County,7918
 Texas,San Jacinto County,27402
 Texas,San Patricio County,68755
 Texas,San Saba County,5730
 Texas,Schleicher County,2451
 Texas,Scurry County,16932
 Texas,Shackelford County,3105
 Texas,Shelby County,24022
 Texas,Sherman County,2782
 Texas,Smith County,233479
 Texas,Somervell County,9205
 Texas,Starr County,65920
 Texas,Stephens County,9101
 Texas,Sterling County,1372
 Texas,Stonewall County,1245
 Texas,Sutton County,3372
 Texas,Swisher County,6971
 Texas,Tarrant County,2110640
 Texas,Taylor County,143208
 Texas,Terrell County,760
 Texas,Terry County,11831
 Texas,Throckmorton County,1440
 Texas,Titus County,31247
 Texas,Tom Green County,120003
 Texas,Travis County,1290188
 Texas,Trinity County,13602
 Texas,Tyler County,19798
 Texas,Upshur County,40892
 Texas,Upton County,3308
 Texas,Uvalde County,24564
 Texas,Val Verde County,47586
 Texas,Van Zandt County,59541
 Texas,Victoria County,91319
 Texas,Walker County,76400
 Texas,Waller County,56794
 Texas,Ward County,11644
 Texas,Washington County,35805
 Texas,Webb County,267114
 Texas,Wharton County,41570
 Texas,Wheeler County,4990
 Texas,Wichita County,129350
 Texas,Wilbarger County,12887
 Texas,Willacy County,20164
 Texas,Williamson County,609017
 Texas,Wilson County,49753
 Texas,Winkler County,7791
 Texas,Wise County,68632
 Texas,Wood County,44843
 Texas,Yoakum County,7694
 Texas,Young County,17867
 Texas,Zapata County,13889
 Texas,Zavala County,9670
 Utah,Beaver County,7072
 Utah,Box Elder County,57666
 Utah,Cache County,133154
 Utah,Carbon County,20412
 Utah,Daggett County,935
 Utah,Davis County,362679
 Utah,Duchesne County,19596
 Utah,Emery County,9825
 Utah,Garfield County,5083
 Utah,Grand County,9669
 Utah,Iron County,57289
 Utah,Juab County,11786
 Utah,Kane County,7667
 Utah,Millard County,12975
 Utah,Morgan County,12295
 Utah,Piute County,1438
 Utah,Rich County,2510
 Utah,Salt Lake County,1185238
 Utah,San Juan County,14518
 Utah,Sanpete County,28437
 Utah,Sevier County,21522
 Utah,Summit County,42357
 Utah,Tooele County,72698
 Utah,Uintah County,35620
 Utah,Utah County,659399
 Utah,Wasatch County,34788
 Utah,Washington County,180279
 Utah,Wayne County,2486
 Utah,Weber County,262223
 Vermont,Addison County,37363
 Vermont,Bennington County,37347
 Vermont,Caledonia County,30233
 Vermont,Chittenden County,168323
 Vermont,Essex County,5920
 Vermont,Franklin County,49946
 Vermont,Grand Isle County,7293
 Vermont,Lamoille County,25945
 Vermont,Orange County,29277
 Vermont,Orleans County,27393
 Vermont,Rutland County,60572
 Vermont,Washington County,59807
 Vermont,Windham County,45905
 Vermont,Windsor County,57753
 Virginia,Accomack County,33413
 Virginia,Albemarle County,112395
 Virginia,Alleghany County,15223
 Virginia,Amelia County,13265
 Virginia,Amherst County,31307
 Virginia,Appomattox County,16119
 Virginia,Arlington County,238643
 Virginia,Augusta County,77487
 Virginia,Bath County,4209
 Virginia,Bedford County,79462
 Virginia,Bland County,6270
 Virginia,Botetourt County,33596
 Virginia,Brunswick County,15849
 Virginia,Buchanan County,20355
 Virginia,Buckingham County,16824
 Virginia,Campbell County,55696
 Virginia,Caroline County,30887
 Virginia,Carroll County,29155
 Virginia,Charles City County,6773
 Virginia,Charlotte County,11529
 Virginia,Chesterfield County,364548
 Virginia,Clarke County,14783
 Virginia,Craig County,4892
 Virginia,Culpeper County,52552
 Virginia,Cumberland County,9675
 Virginia,Dickenson County,14124
 Virginia,Dinwiddie County,27947
 Virginia,Essex County,10599
 Virginia,Fairfax County,1150309
 Virginia,Fauquier County,72972
 Virginia,Floyd County,15476
 Virginia,Fluvanna County,27249
 Virginia,Franklin County,54477
 Virginia,Frederick County,91419
 Virginia,Giles County,16787
 Virginia,Gloucester County,38711
 Virginia,Goochland County,24727
 Virginia,Grayson County,15333
 Virginia,Greene County,20552
 Virginia,Greensville County,11391
 Virginia,Halifax County,34022
 Virginia,Hanover County,109979
 Virginia,Henrico County,334389
 Virginia,Henry County,50948
 Virginia,Highland County,2232
 Virginia,Isle of Wight County,38606
 Virginia,James City County,78254
 Virginia,King and Queen County,6608
 Virginia,King George County,26723
 Virginia,King William County,17810
 Virginia,Lancaster County,10919
 Virginia,Lee County,22173
 Virginia,Loudoun County,420959
 Virginia,Louisa County,37596
 Virginia,Lunenburg County,11936
 Virginia,Madison County,13837
 Virginia,Mathews County,8533
 Virginia,Mecklenburg County,30319
 Virginia,Middlesex County,10625
 Virginia,Montgomery County,99721
 Virginia,Nelson County,14775
 Virginia,New Kent County,22945
 Virginia,Northampton County,12282
 Virginia,Northumberland County,11839
 Virginia,Nottoway County,15642
 Virginia,Orange County,36254
 Virginia,Page County,23709
 Virginia,Patrick County,17608
 Virginia,Pittsylvania County,60501
 Virginia,Powhatan County,30333
 Virginia,Prince Edward County,21849
 Virginia,Prince George County,43010
 Virginia,Prince William County,482204
 Virginia,Pulaski County,33800
 Virginia,Rappahannock County,7348
 Virginia,Richmond County,8923
 Virginia,Roanoke County,96929
 Virginia,Rockbridge County,22650
 Virginia,Rockingham County,83757
 Virginia,Russell County,25781
 Virginia,Scott County,21576
 Virginia,Shenandoah County,44186
 Virginia,Smyth County,29800
 Virginia,Southampton County,17996
 Virginia,Spotsylvania County,140032
 Virginia,Stafford County,156927
 Virginia,Surry County,6561
 Virginia,Sussex County,10829
 Virginia,Tazewell County,40429
 Virginia,Warren County,40727
 Virginia,Washington County,53935
 Virginia,Westmoreland County,18477
 Virginia,Wise County,36130
 Virginia,Wythe County,28290
 Virginia,York County,70045
 Virginia,Alexandria city,159467
 Virginia,Bristol city,17219
 Virginia,Buena Vista city,6641
 Virginia,Charlottesville city,46553
 Virginia,Chesapeake city,249422
 Virginia,Colonial Heights city,18170
 Virginia,Covington city,5737
 Virginia,Danville city,42590
 Virginia,Emporia city,5766
 Virginia,Fairfax city,24146
 Virginia,Falls Church city,14658
 Virginia,Franklin city,8180
 Virginia,Fredericksburg city,27982
 Virginia,Galax city,6720
 Virginia,Hampton city,137148
 Virginia,Harrisonburg city,51814
 Virginia,Hopewell city,23033
 Virginia,Lexington city,7320
 Virginia,Lynchburg city,79009
 Virginia,Manassas city,42772
 Virginia,Manassas Park city,17219
 Virginia,Martinsville city,13485
 Virginia,Newport News city,186247
 Virginia,Norfolk city,238005
 Virginia,Norton city,3687
 Virginia,Petersburg city,33458
 Virginia,Poquoson city,12460
 Virginia,Portsmouth city,97915
 Virginia,Radford city,16070
 Virginia,Richmond city,226610
 Virginia,Roanoke city,100011
 Virginia,Salem city,25346
 Virginia,Staunton city,25750
 Virginia,Suffolk city,94324
 Virginia,Virginia Beach city,459470
 Virginia,Waynesboro city,22196
 Virginia,Williamsburg city,15425
 Virginia,Winchester city,28120
 Washington,Adams County,20613
 Washington,Asotin County,22285
 Washington,Benton County,206873
 Washington,Chelan County,79074
 Washington,Clallam County,77155
 Washington,Clark County,503311
 Washington,Columbia County,3952
 Washington,Cowlitz County,110730
 Washington,Douglas County,42938
 Washington,Ferry County,7178
 Washington,Franklin County,96749
 Washington,Garfield County,2286
 Washington,Grant County,99123
 Washington,Grays Harbor County,75636
 Washington,Island County,86857
 Washington,Jefferson County,32977
 Washington,King County,2269675
 Washington,Kitsap County,275611
 Washington,Kittitas County,44337
 Washington,Klickitat County,22735
 Washington,Lewis County,82149
 Washington,Lincoln County,10876
 Washington,Mason County,65726
 Washington,Okanogan County,42104
 Washington,Pacific County,23365
 Washington,Pend Oreille County,13401
 Washington,Pierce County,921130
 Washington,San Juan County,17788
 Washington,Skagit County,129523
 Washington,Skamania County,12036
 Washington,Snohomish County,827957
 Washington,Spokane County,539339
 Washington,Stevens County,46445
 Washington,Thurston County,294793
 Washington,Wahkiakum County,4422
 Washington,Walla Walla County,62584
 Washington,Whatcom County,226847
 Washington,Whitman County,47973
 Washington,Yakima County,256728
 West Virginia,Barbour County,15465
 West Virginia,Berkeley County,122076
 West Virginia,Boone County,21809
 West Virginia,Braxton County,12447
 West Virginia,Brooke County,22559
 West Virginia,Cabell County,94350
 West Virginia,Calhoun County,6229
 West Virginia,Clay County,8051
 West Virginia,Doddridge County,7808
 West Virginia,Fayette County,40488
 West Virginia,Gilmer County,7408
 West Virginia,Grant County,10976
 West Virginia,Greenbrier County,32977
 West Virginia,Hampshire County,23093
 West Virginia,Hancock County,29095
 West Virginia,Hardy County,14299
 West Virginia,Harrison County,65921
 West Virginia,Jackson County,27791
 West Virginia,Jefferson County,57701
 West Virginia,Kanawha County,180745
 West Virginia,Lewis County,17033
 West Virginia,Lincoln County,20463
 West Virginia,Logan County,32567
 West Virginia,McDowell County,19111
 West Virginia,Marion County,56205
 West Virginia,Marshall County,30591
 West Virginia,Mason County,25453
 West Virginia,Mercer County,59664
 West Virginia,Mineral County,26938
 West Virginia,Mingo County,23568
 West Virginia,Monongalia County,105822
 West Virginia,Monroe County,12376
 West Virginia,Morgan County,17063
 West Virginia,Nicholas County,24604
 West Virginia,Ohio County,42425
 West Virginia,Pendleton County,6143
 West Virginia,Pleasants County,7653
 West Virginia,Pocahontas County,7869
 West Virginia,Preston County,34216
 West Virginia,Putnam County,57440
 West Virginia,Raleigh County,74591
 West Virginia,Randolph County,27932
 West Virginia,Ritchie County,8444
 West Virginia,Roane County,14028
 West Virginia,Summers County,11959
 West Virginia,Taylor County,16705
 West Virginia,Tucker County,6762
 West Virginia,Tyler County,8313
 West Virginia,Upshur County,23816
 West Virginia,Wayne County,38982
 West Virginia,Webster County,8378
 West Virginia,Wetzel County,14442
 West Virginia,Wirt County,5194
 West Virginia,Wood County,84296
 West Virginia,Wyoming County,21382
 Wisconsin,Adams County,20654
 Wisconsin,Ashland County,16027
 Wisconsin,Barron County,46711
 Wisconsin,Bayfield County,16220
 Wisconsin,Brown County,268740
 Wisconsin,Buffalo County,13317
 Wisconsin,Burnett County,16526
 Wisconsin,Calumet County,52442
 Wisconsin,Chippewa County,66297
 Wisconsin,Clark County,34659
 Wisconsin,Columbia County,58490
 Wisconsin,Crawford County,16113
 Wisconsin,Dane County,561504
 Wisconsin,Dodge County,89396
 Wisconsin,Door County,30066
 Wisconsin,Douglas County,44295
 Wisconsin,Dunn County,45440
 Wisconsin,Eau Claire County,105710
 Wisconsin,Florence County,4558
 Wisconsin,Fond du Lac County,104154
 Wisconsin,Forest County,9179
 Wisconsin,Grant County,51938
 Wisconsin,Green County,37093
 Wisconsin,Green Lake County,19018
 Wisconsin,Iowa County,23709
 Wisconsin,Iron County,6137
 Wisconsin,Jackson County,21145
 Wisconsin,Jefferson County,84900
 Wisconsin,Juneau County,26718
 Wisconsin,Kenosha County,169151
 Wisconsin,Kewaunee County,20563
 Wisconsin,La Crosse County,120784
 Wisconsin,Lafayette County,16611
 Wisconsin,Langlade County,19491
 Wisconsin,Lincoln County,28415
 Wisconsin,Manitowoc County,81359
 Wisconsin,Marathon County,138013
 Wisconsin,Marinette County,41872
 Wisconsin,Marquette County,15592
 Wisconsin,Menominee County,4255
 Wisconsin,Milwaukee County,939489
 Wisconsin,Monroe County,46274
 Wisconsin,Oconto County,38965
 Wisconsin,Oneida County,37845
 Wisconsin,Outagamie County,190705
 Wisconsin,Ozaukee County,91503
 Wisconsin,Pepin County,7318
 Wisconsin,Pierce County,42212
 Wisconsin,Polk County,44977
 Wisconsin,Portage County,70377
 Wisconsin,Price County,14054
 Wisconsin,Racine County,197727
 Wisconsin,Richland County,17304
 Wisconsin,Rock County,163687
 Wisconsin,Rusk County,14188
 Wisconsin,St. Croix County,93536
 Wisconsin,Sauk County,65763
 Wisconsin,Sawyer County,18074
 Wisconsin,Shawano County,40881
 Wisconsin,Sheboygan County,118034
 Wisconsin,Taylor County,19913
 Wisconsin,Trempealeau County,30760
 Wisconsin,Vernon County,30714
 Wisconsin,Vilas County,23047
 Wisconsin,Walworth County,106478
 Wisconsin,Washburn County,16623
 Wisconsin,Washington County,136761
 Wisconsin,Waukesha County,406978
 Wisconsin,Waupaca County,51812
 Wisconsin,Waushara County,24520
 Wisconsin,Winnebago County,171730
 Wisconsin,Wood County,74207
 Wyoming,Albany County,37066
 Wyoming,Big Horn County,11521
 Wyoming,Campbell County,47026
 Wyoming,Carbon County,14537
 Wyoming,Converse County,13751
 Wyoming,Crook County,7181
 Wyoming,Fremont County,39234
 Wyoming,Goshen County,12498
 Wyoming,Hot Springs County,4621
 Wyoming,Johnson County,8447
 Wyoming,Laramie County,100512
 Wyoming,Lincoln County,19581
 Wyoming,Natrona County,79955
 Wyoming,Niobrara County,2467
 Wyoming,Park County,29624
 Wyoming,Platte County,8605
 Wyoming,Sheridan County,30921
 Wyoming,Sublette County,8728
 Wyoming,Sweetwater County,42272
 Wyoming,Teton County,23331
 Wyoming,Uinta County,20450
 Wyoming,Washakie County,7685
 Wyoming,Weston County,6838
 Puerto Rico,Adjuntas Municipio,18020
 Puerto Rico,Aguada Municipio,38136
 Puerto Rico,Aguadilla Municipio,55101
 Puerto Rico,Aguas Buenas Municipio,24223
 Puerto Rico,Aibonito Municipio,24637
 Puerto Rico,Añasco Municipio,25596
 Puerto Rico,Arecibo Municipio,87754
 Puerto Rico,Arroyo Municipio,15843
 Puerto Rico,Barceloneta Municipio,22657
 Puerto Rico,Barranquitas Municipio,28983
 Puerto Rico,Bayamón Municipio,185187
 Puerto Rico,Cabo Rojo Municipio,47158
 Puerto Rico,Caguas Municipio,127244
 Puerto Rico,Camuy Municipio,32827
 Puerto Rico,Canóvanas Municipio,42337
 Puerto Rico,Carolina Municipio,154815
 Puerto Rico,Cataño Municipio,23155
 Puerto Rico,Cayey Municipio,41652
 Puerto Rico,Ceiba Municipio,11307
 Puerto Rico,Ciales Municipio,16984
 Puerto Rico,Cidra Municipio,39970
 Puerto Rico,Coamo Municipio,34668
 Puerto Rico,Comerío Municipio,18883
 Puerto Rico,Corozal Municipio,34571
 Puerto Rico,Culebra Municipio,1792
 Puerto Rico,Dorado Municipio,35879
 Puerto Rico,Fajardo Municipio,32124
 Puerto Rico,Florida Municipio,11692
 Puerto Rico,Guánica Municipio,13787
 Puerto Rico,Guayama Municipio,36614
 Puerto Rico,Guayanilla Municipio,17784
 Puerto Rico,Guaynabo Municipio,89780
 Puerto Rico,Gurabo Municipio,40622
 Puerto Rico,Hatillo Municipio,38486
 Puerto Rico,Hormigueros Municipio,15654
 Puerto Rico,Humacao Municipio,50896
 Puerto Rico,Isabela Municipio,42943
 Puerto Rico,Jayuya Municipio,14779
 Puerto Rico,Juana Díaz Municipio,46538
 Puerto Rico,Juncos Municipio,37012
 Puerto Rico,Lajas Municipio,23334
 Puerto Rico,Lares Municipio,28105
 Puerto Rico,Las Marías Municipio,8874
 Puerto Rico,Las Piedras Municipio,35180
 Puerto Rico,Loíza Municipio,23693
 Puerto Rico,Luquillo Municipio,17781
 Puerto Rico,Manatí Municipio,39492
 Puerto Rico,Maricao Municipio,4755
 Puerto Rico,Maunabo Municipio,10589
 Puerto Rico,Mayagüez Municipio,73077
 Puerto Rico,Moca Municipio,37460
 Puerto Rico,Morovis Municipio,28727
 Puerto Rico,Naguabo Municipio,23386
 Puerto Rico,Naranjito Municipio,29241
 Puerto Rico,Orocovis Municipio,21434
 Puerto Rico,Patillas Municipio,15985
 Puerto Rico,Peñuelas Municipio,20399
 Puerto Rico,Ponce Municipio,137491
 Puerto Rico,Quebradillas Municipio,23638
 Puerto Rico,Rincón Municipio,15187
 Puerto Rico,Río Grande Municipio,47060
 Puerto Rico,Sabana Grande Municipio,22729
 Puerto Rico,Salinas Municipio,25789
 Puerto Rico,San Germán Municipio,31879
 Puerto Rico,San Juan Municipio,342259
 Puerto Rico,San Lorenzo Municipio,37693
 Puerto Rico,San Sebastián Municipio,39345
 Puerto Rico,Santa Isabel Municipio,20281
 Puerto Rico,Toa Alta Municipio,66852
 Puerto Rico,Toa Baja Municipio,75293
 Puerto Rico,Trujillo Alto Municipio,67740
 Puerto Rico,Utuado Municipio,28287
 Puerto Rico,Vega Alta Municipio,35395
 Puerto Rico,Vega Baja Municipio,54414
 Puerto Rico,Vieques Municipio,8249
 Puerto Rico,Villalba Municipio,22093
 Puerto Rico,Yabucoa Municipio,30426
 Puerto Rico,Yauco Municipio,34172
