state,county,population
 Pennsylvania,Fulton County,"14,556"
 Pennsylvania,Greene County,"35,954"
 Pennsylvania,Huntingdon County,"44,092"
 Pennsylvania,Indiana County,"83,246"
 Pennsylvania,Jefferson County,"44,492"
 Pennsylvania,Juniata County,"23,509"
 Pennsylvania,Lackawanna County,"215,896"
 Pennsylvania,Lancaster County,"552,984"
 Pennsylvania,Lawrence County,"86,070"
 Pennsylvania,Lebanon County,"143,257"
 Pennsylvania,Lehigh County,"374,557"
 Pennsylvania,Luzerne County,"325,594"
 Pennsylvania,Lycoming County,"114,188"
 Pennsylvania,McKean County,"40,432"
 Pennsylvania,Mercer County,"110,652"
 Pennsylvania,Mifflin County,"46,143"
 Pennsylvania,Monroe County,"168,327"
 Pennsylvania,Montgomery County,"856,553"
 Pennsylvania,Montour County,"18,136"
 Pennsylvania,Northampton County,"312,951"
 Pennsylvania,Northumberland County,"91,647"
 Pennsylvania,Perry County,"45,842"
 Pennsylvania,Philadelphia County,"1,603,797"
 Pennsylvania,Pike County,"58,535"
 Pennsylvania,Potter County,"16,396"
 Pennsylvania,Schuylkill County,"143,049"
 Pennsylvania,Snyder County,"39,736"
 Pennsylvania,Somerset County,"74,129"
 Pennsylvania,Sullivan County,"5,840"
 Pennsylvania,Susquehanna County,"38,434"
 Pennsylvania,Tioga County,"41,045"
 Pennsylvania,Union County,"42,681"
 Pennsylvania,Venango County,"50,454"
 Pennsylvania,Warren County,"38,587"
 Pennsylvania,Washington County,"209,349"
 Pennsylvania,Wayne County,"51,155"
 Pennsylvania,Westmoreland County,"354,663"
 Pennsylvania,Wyoming County,"26,069"
 Pennsylvania,York County,"456,438"
 Rhode Island,Bristol County,"50,793"
 Rhode Island,Kent County,"170,363"
 Rhode Island,Newport County,"85,643"
 Rhode Island,Providence County,"660,741"
 Rhode Island,Washington County,"129,839"
 South Carolina,Abbeville County,"24,295"
 South Carolina,Aiken County,"168,808"
 South Carolina,Allendale County,"8,039"
 South Carolina,Anderson County,"203,718"
 South Carolina,Bamberg County,"13,311"
 South Carolina,Barnwell County,"20,589"
 South Carolina,Beaufort County,"187,117"
 South Carolina,Berkeley County,"229,861"
 South Carolina,Calhoun County,"14,119"
 South Carolina,Charleston County,"408,235"
 South Carolina,Cherokee County,"56,216"
 South Carolina,Chester County,"32,294"
 South Carolina,Chesterfield County,"43,273"
 South Carolina,Clarendon County,"31,144"
 South Carolina,Colleton County,"38,604"
 South Carolina,Darlington County,"62,905"
 South Carolina,Dillon County,"28,292"
 South Carolina,Dorchester County,"161,540"
 South Carolina,Edgefield County,"25,657"
 South Carolina,Fairfield County,"20,948"
 South Carolina,Florence County,"137,059"
 South Carolina,Georgetown County,"63,404"
 South Carolina,Greenville County,"525,534"
 South Carolina,Greenwood County,"69,351"
 South Carolina,Hampton County,"18,561"
 South Carolina,Horry County,"351,029"
 South Carolina,Jasper County,"28,791"
 South Carolina,Kershaw County,"65,403"
 South Carolina,Lancaster County,"96,016"
 South Carolina,Laurens County,"67,539"
 South Carolina,Lee County,"16,531"
 South Carolina,Lexington County,"293,991"
 South Carolina,McCormick County,"9,526"
 South Carolina,Marion County,"29,183"
 South Carolina,Marlboro County,"26,667"
 South Carolina,Newberry County,"37,719"
 South Carolina,Oconee County,"78,607"
 South Carolina,Orangeburg County,"84,223"
 South Carolina,Pickens County,"131,404"
 South Carolina,Richland County,"416,147"
 South Carolina,Saluda County,"18,862"
 South Carolina,Spartanburg County,"327,997"
 South Carolina,Sumter County,"105,556"
 South Carolina,Union County,"27,244"
 South Carolina,Williamsburg County,"31,026"
 South Carolina,York County,"282,090"
 South Dakota,Aurora County,"2,747"
 South Dakota,Beadle County,"19,149"
 South Dakota,Bennett County,"3,381"
 South Dakota,Bon Homme County,"7,003"
 South Dakota,Brookings County,"34,375"
 South Dakota,Brown County,"38,301"
 South Dakota,Brule County,"5,247"
 South Dakota,Buffalo County,"1,948"
 South Dakota,Butte County,"10,243"
 South Dakota,Campbell County,"1,377"
 South Dakota,Charles Mix County,"9,373"
 South Dakota,Clark County,"3,837"
 South Dakota,Clay County,"14,967"
 South Dakota,Codington County,"28,325"
 South Dakota,Corson County,"3,902"
 South Dakota,Custer County,"8,318"
 South Dakota,Davison County,"19,956"
 South Dakota,Day County,"5,449"
 South Dakota,Deuel County,"4,295"
 South Dakota,Dewey County,"5,239"
 South Dakota,Douglas County,"2,835"
 South Dakota,Edmunds County,"3,986"
 South Dakota,Fall River County,"6,973"
 South Dakota,Faulk County,"2,125"
 South Dakota,Grant County,"7,556"
 South Dakota,Gregory County,"3,994"
 South Dakota,Haakon County,"1,872"
 South Dakota,Hamlin County,"6,164"
 South Dakota,Hand County,"3,145"
 South Dakota,Hanson County,"3,461"
 South Dakota,Harding County,"1,311"
 South Dakota,Hughes County,"17,765"
 South Dakota,Hutchinson County,"7,427"
 South Dakota,Hyde County,"1,262"
 South Dakota,Jackson County,"2,806"
 South Dakota,Jerauld County,"1,663"
 South Dakota,Jones County,917
 South Dakota,Kingsbury County,"5,187"
 South Dakota,Lake County,"11,059"
 South Dakota,Lawrence County,"25,768"
 South Dakota,Lincoln County,"65,161"
 South Dakota,Lyman County,"3,718"
 South Dakota,McCook County,"5,682"
 South Dakota,McPherson County,"2,411"
 South Dakota,Marshall County,"4,306"
 South Dakota,Meade County,"29,852"
 South Dakota,Mellette County,"1,918"
 South Dakota,Miner County,"2,298"
 South Dakota,Minnehaha County,"197,214"
 South Dakota,Moody County,"6,336"
 South Dakota,Oglala Lakota County,"13,672"
 South Dakota,Pennington County,"109,222"
 South Dakota,Perkins County,"2,835"
 South Dakota,Potter County,"2,472"
 South Dakota,Roberts County,"10,280"
 South Dakota,Sanborn County,"2,330"
 South Dakota,Spink County,"6,361"
 South Dakota,Stanley County,"2,980"
 South Dakota,Sully County,"1,446"
 South Dakota,Todd County,"9,319"
 South Dakota,Tripp County,"5,624"
 South Dakota,Turner County,"8,673"
 South Dakota,Union County,"16,811"
 South Dakota,Walworth County,"5,315"
 South Dakota,Yankton County,"23,310"
 South Dakota,Ziebach County,"2,413"
 Tennessee,Anderson County,"77,123"
 Tennessee,Bedford County,"50,237"
 Tennessee,Benton County,"15,864"
 Tennessee,Bledsoe County,"14,913"
 Tennessee,Blount County,"135,280"
 Tennessee,Bradley County,"108,620"
 Tennessee,Campbell County,"39,272"
 Tennessee,Cannon County,"14,506"
 Tennessee,Carroll County,"28,440"
 Tennessee,Carter County,"56,356"
 Tennessee,Cheatham County,"41,072"
 Tennessee,Chester County,"17,341"
 Tennessee,Claiborne County,"32,043"
 Tennessee,Clay County,"7,581"
 Tennessee,Cocke County,"35,999"
 Tennessee,Coffee County,"57,889"
 Tennessee,Crockett County,"13,911"
 Tennessee,Cumberland County,"61,145"
 Tennessee,Davidson County,"715,884"
 Tennessee,Decatur County,"11,435"
 Tennessee,DeKalb County,"20,080"
 Tennessee,Dickson County,"54,315"
 Tennessee,Dyer County,"36,801"
 Tennessee,Fayette County,"41,990"
 Tennessee,Fentress County,"18,489"
 Tennessee,Franklin County,"42,774"
 Tennessee,Gibson County,"50,429"
 Tennessee,Giles County,"30,346"
 Tennessee,Grainger County,"23,527"
 Tennessee,Greene County,"70,152"
 Tennessee,Grundy County,"13,529"
 Tennessee,Hamblen County,"64,499"
 Tennessee,Hamilton County,"366,207"
 Tennessee,Hancock County,"6,662"
 Tennessee,Hardeman County,"25,462"
 Tennessee,Hardin County,"26,831"
 Tennessee,Hawkins County,"56,721"
 Tennessee,Haywood County,"17,864"
 Tennessee,Henderson County,"27,842"
 Tennessee,Henry County,"32,199"
 Tennessee,Hickman County,"24,925"
 Tennessee,Houston County,"8,283"
 Tennessee,Humphreys County,"18,990"
 Tennessee,Jackson County,"11,617"
 Tennessee,Jefferson County,"54,683"
 Tennessee,Johnson County,"17,948"
 Tennessee,Knox County,"478,971"
 Tennessee,Lake County,"7,005"
 Tennessee,Lauderdale County,"25,143"
 Tennessee,Lawrence County,"44,159"
 Tennessee,Lewis County,"12,582"
 Tennessee,Lincoln County,"35,319"
 Tennessee,Loudon County,"54,886"
 Tennessee,McMinn County,"53,276"
 Tennessee,McNairy County,"25,866"
 Tennessee,Macon County,"25,216"
 Tennessee,Madison County,"98,823"
 Tennessee,Marion County,"28,837"
 Tennessee,Marshall County,"34,318"
 Tennessee,Maury County,"100,974"
 Tennessee,Meigs County,"12,758"
 Tennessee,Monroe County,"46,250"
 Tennessee,Montgomery County,"220,069"
 Tennessee,Moore County,"6,461"
 Tennessee,Morgan County,"21,035"
 Tennessee,Obion County,"30,787"
 Tennessee,Overton County,"22,511"
 Tennessee,Perry County,"8,366"
 Tennessee,Pickett County,"5,001"
 Tennessee,Polk County,"17,544"
 Tennessee,Putnam County,"79,854"
 Tennessee,Rhea County,"32,870"
 Tennessee,Roane County,"53,404"
 Tennessee,Robertson County,"72,803"
 Tennessee,Rutherford County,"341,486"
 Tennessee,Scott County,"21,850"
 Tennessee,Sequatchie County,"15,826"
 Tennessee,Sevier County,"98,380"
 Tennessee,Shelby County,"929,744"
 Tennessee,Smith County,"19,904"
 Tennessee,Stewart County,"13,657"
 Tennessee,Sullivan County,"158,163"
 Tennessee,Sumner County,"196,281"
 Tennessee,Tipton County,"60,970"
 Tennessee,Trousdale County,"11,615"
 Tennessee,Unicoi County,"17,928"
 Tennessee,Union County,"19,802"
 Tennessee,Van Buren County,"6,168"
 Tennessee,Warren County,"40,953"
 Tennessee,Washington County,"133,001"
 Tennessee,Wayne County,"16,232"
 Tennessee,Weakley County,"32,902"
 Tennessee,White County,"27,351"
 Tennessee,Williamson County,"247,726"
 Tennessee,Wilson County,"147,737"
 Texas,Anderson County,"57,922"
 Texas,Andrews County,"18,610"
 Texas,Angelina County,"86,395"
 Texas,Aransas County,"23,830"
 Texas,Archer County,"8,560"
 Texas,Armstrong County,"1,848"
 Texas,Atascosa County,"48,981"
 Texas,Austin County,"30,167"
 Texas,Bailey County,"6,904"
 Texas,Bandera County,"20,851"
 Texas,Bastrop County,"97,216"
 Texas,Baylor County,"3,465"
 Texas,Bee County,"31,047"
 Texas,Bell County,"370,647"
 Texas,Bexar County,"2,009,324"
 Texas,Blanco County,"11,374"
 Texas,Borden County,631
 Texas,Bosque County,"18,235"
 Texas,Bowie County,"92,893"
 Texas,Brazoria County,"372,031"
 Texas,Brazos County,"233,849"
 Texas,Brewster County,"9,546"
 Texas,Briscoe County,"1,435"
 Texas,Brooks County,"7,076"
 Texas,Brown County,"38,095"
 Texas,Burleson County,"17,642"
 Texas,Burnet County,"49,130"
 Texas,Caldwell County,"45,883"
 Texas,Calhoun County,"20,106"
 Texas,Callahan County,"13,708"
 Texas,Cameron County,"421,017"
 Texas,Camp County,"12,464"
 Texas,Carson County,"5,807"
 Texas,Cass County,"28,454"
 Texas,Castro County,"7,371"
 Texas,Chambers County,"46,571"
 Texas,Cherokee County,"50,412"
 Texas,Childress County,"6,664"
 Texas,Clay County,"10,218"
 Texas,Cochran County,"2,547"
 Texas,Coke County,"3,285"
 Texas,Coleman County,"7,684"
 Texas,Collin County,"1,064,465"
 Texas,Collingsworth County,"2,652"
 Texas,Colorado County,"20,557"
 Texas,Comal County,"161,501"
 Texas,Comanche County,"13,594"
 Texas,Concho County,"3,303"
 Texas,Cooke County,"41,668"
 Texas,Coryell County,"83,093"
 Texas,Cottle County,"1,380"
 Texas,Crane County,"4,675"
 Texas,Crockett County,"3,098"
 Texas,Crosby County,"5,133"
 Texas,Culberson County,"2,188"
 Texas,Dallam County,"7,115"
 Texas,Dallas County,"2,613,539"
 Texas,Dawson County,"12,456"
 Texas,Deaf Smith County,"18,583"
 Texas,Delta County,"5,230"
 Texas,Denton County,"906,422"
 Texas,DeWitt County,"19,824"
 Texas,Dickens County,"1,770"
 Texas,Dimmit County,"8,615"
 Texas,Donley County,"3,258"
 Texas,Duval County,"9,831"
 Texas,Eastland County,"17,725"
 Texas,Ector County,"165,171"
 Texas,Edwards County,"1,422"
 Texas,Ellis County,"192,455"
 Texas,El Paso County,"865,657"
 Texas,Erath County,"42,545"
 Texas,Falls County,"16,968"
 Texas,Fannin County,"35,662"
 Texas,Fayette County,"24,435"
 Texas,Fisher County,"3,672"
 Texas,Floyd County,"5,402"
 Texas,Foard County,"1,095"
 Texas,Fort Bend County,"822,779"
 Texas,Franklin County,"10,359"
 Texas,Freestone County,"19,435"
 Texas,Frio County,"18,385"
 Texas,Gaines County,"21,598"
 Texas,Galveston County,"350,682"
 Texas,Garza County,"5,816"
 Texas,Gillespie County,"26,725"
 Texas,Glasscock County,"1,116"
 Texas,Goliad County,"7,012"
 Texas,Gonzales County,"19,653"
 Texas,Gray County,"21,227"
 Texas,Grayson County,"135,543"
 Texas,Gregg County,"124,239"
 Texas,Grimes County,"29,268"
 Texas,Guadalupe County,"172,706"
 Texas,Hale County,"32,522"
 Texas,Hall County,"2,825"
 Texas,Hamilton County,"8,222"
 Texas,Hansford County,"5,285"
 Texas,Hardeman County,"3,549"
 Texas,Hardin County,"56,231"
 Texas,Harris County,"4,731,145"
 Texas,Harrison County,"68,839"
 Texas,Hartley County,"5,382"
 Texas,Haskell County,"5,416"
 Texas,Hays County,"241,067"
 Texas,Hemphill County,"3,382"
 Texas,Henderson County,"82,150"
 Texas,Hidalgo County,"870,781"
 Texas,Hill County,"35,874"
 Texas,Hockley County,"21,537"
 Texas,Hood County,"61,598"
 Texas,Hopkins County,"36,787"
 Texas,Houston County,"22,066"
 Texas,Howard County,"34,860"
 Texas,Hudspeth County,"3,202"
 Texas,Hunt County,"99,956"
 Texas,Hutchinson County,"20,617"
 Texas,Irion County,"1,513"
 Texas,Jack County,"8,472"
 Texas,Jackson County,"14,988"
 Texas,Jasper County,"32,980"
 Texas,Jeff Davis County,"1,996"
 Texas,Jefferson County,"256,526"
 Texas,Jim Hogg County,"4,838"
 Texas,Jim Wells County,"38,891"
 Texas,Johnson County,"179,927"
 Texas,Jones County,"19,663"
 Texas,Karnes County,"14,710"
 Texas,Kaufman County,"145,310"
 Texas,Kendall County,"44,279"
 Texas,Kenedy County,350
 Texas,Kent County,753
 Texas,Kerr County,"52,598"
 Texas,Kimble County,"4,286"
 Texas,King County,265
 Texas,Kinney County,"3,129"
 Texas,Kleberg County,"31,040"
 Texas,Knox County,"3,353"
 Texas,Lamar County,"50,088"
 Texas,Lamb County,"13,045"
 Texas,Lampasas County,"21,627"
 Texas,La Salle County,"6,664"
 Texas,Lavaca County,"20,337"
 Texas,Lee County,"17,478"
 Texas,Leon County,"15,719"
 Texas,Liberty County,"91,628"
 Texas,Limestone County,"22,146"
 Texas,Lipscomb County,"3,059"
 Texas,Live Oak County,"11,335"
 Texas,Llano County,"21,243"
 Texas,Loving County,64
 Texas,Lubbock County,"310,639"
 Texas,Lynn County,"5,596"
 Texas,McCulloch County,"7,630"
 Texas,McLennan County,"260,579"
 Texas,McMullen County,600
 Texas,Madison County,"13,455"
 Texas,Marion County,"9,725"
 Texas,Martin County,"5,237"
 Texas,Mason County,"3,953"
 Texas,Matagorda County,"36,255"
 Texas,Maverick County,"57,887"
 Texas,Medina County,"50,748"
 Texas,Menard County,"1,962"
 Texas,Midland County,"169,983"
 Texas,Milam County,"24,754"
 Texas,Mills County,"4,456"
 Texas,Mitchell County,"8,990"
 Texas,Montague County,"19,965"
 Texas,Montgomery County,"620,443"
 Texas,Moore County,"21,358"
 Texas,Morris County,"11,973"
 Texas,Motley County,"1,063"
 Texas,Nacogdoches County,"64,653"
 Texas,Navarro County,"52,624"
 Texas,Newton County,"12,217"
 Texas,Nolan County,"14,738"
 Texas,Nueces County,"353,178"
 Texas,Ochiltree County,"10,015"
 Texas,Oldham County,"1,758"
 Texas,Orange County,"84,808"
 Texas,Palo Pinto County,"28,409"
 Texas,Panola County,"22,491"
 Texas,Parker County,"148,222"
 Texas,Parmer County,"9,869"
 Texas,Pecos County,"15,193"
 Texas,Polk County,"50,123"
 Texas,Potter County,"118,525"
 Texas,Presidio County,"6,131"
 Texas,Rains County,"12,164"
 Texas,Randall County,"140,753"
 Texas,Reagan County,"3,385"
 Texas,Real County,"2,758"
 Texas,Red River County,"11,587"
 Texas,Reeves County,"14,748"
 Texas,Refugio County,"6,741"
 Texas,Roberts County,827
 Texas,Robertson County,"16,757"
 Texas,Rockwall County,"107,819"
 Texas,Runnels County,"9,900"
 Texas,Rusk County,"52,214"
 Texas,Sabine County,"9,894"
 Texas,San Augustine County,"7,918"
 Texas,San Jacinto County,"27,402"
 Texas,San Patricio County,"68,755"
 Texas,San Saba County,"5,730"
 Texas,Schleicher County,"2,451"
 Texas,Scurry County,"16,932"
 Texas,Shackelford County,"3,105"
 Texas,Shelby County,"24,022"
 Texas,Sherman County,"2,782"
 Texas,Smith County,"233,479"
 Texas,Somervell County,"9,205"
 Texas,Starr County,"65,920"
 Texas,Stephens County,"9,101"
 Texas,Sterling County,"1,372"
 Texas,Stonewall County,"1,245"
 Texas,Sutton County,"3,372"
 Texas,Swisher County,"6,971"
 Texas,Tarrant County,"2,110,640"
 Texas,Taylor County,"143,208"
 Texas,Terrell County,760
 Texas,Terry County,"11,831"
 Texas,Throckmorton County,"1,440"
 Texas,Titus County,"31,247"
 Texas,Tom Green County,"120,003"
 Texas,Travis County,"1,290,188"
 Texas,Trinity County,"13,602"
 Texas,Tyler County,"19,798"
 Texas,Upshur County,"40,892"
 Texas,Upton County,"3,308"
 Texas,Uvalde County,"24,564"
 Texas,Val Verde County,"47,586"
 Texas,Van Zandt County,"59,541"
 Texas,Victoria County,"91,319"
 Texas,Walker County,"76,400"
 Texas,Waller County,"56,794"
 Texas,Ward County,"11,644"
 Texas,Washington County,"35,805"
 Texas,Webb County,"267,114"
 Texas,Wharton County,"41,570"
 Texas,Wheeler County,"4,990"
 Texas,Wichita County,"129,350"
 Texas,Wilbarger County,"12,887"
 Texas,Willacy County,"20,164"
 Texas,Williamson County,"609,017"
 Texas,Wilson County,"49,753"
 Texas,Winkler County,"7,791"
 Texas,Wise County,"68,632"
 Texas,Wood County,"44,843"
 Texas,Yoakum County,"7,694"
 Texas,Young County,"17,867"
 Texas,Zapata County,"13,889"
 Texas,Zavala County,"9,670"
 Utah,Beaver County,"7,072"
 Utah,Box Elder County,"57,666"
 Utah,Cache County,"133,154"
 Utah,Carbon County,"20,412"
 Utah,Daggett County,935
 Utah,Davis County,"362,679"
 Utah,Duchesne County,"19,596"
 Utah,Emery County,"9,825"
 Utah,Garfield County,"5,083"
 Utah,Grand County,"9,669"
 Utah,Iron County,"57,289"
 Utah,Juab County,"11,786"
 Utah,Kane County,"7,667"
 Utah,Millard County,"12,975"
 Utah,Morgan County,"12,295"
 Utah,Piute County,"1,438"
 Utah,Rich County,"2,510"
 Utah,Salt Lake County,"1,185,238"
 Utah,San Juan County,"14,518"
 Utah,Sanpete County,"28,437"
 Utah,Sevier County,"21,522"
 Utah,Summit County,"42,357"
 Utah,Tooele County,"72,698"
 Utah,Uintah County,"35,620"
 Utah,Utah County,"659,399"
 Utah,Wasatch County,"34,788"
 Utah,Washington County,"180,279"
 Utah,Wayne County,"2,486"
 Utah,Weber County,"262,223"
 Vermont,Addison County,"37,363"
 Vermont,Bennington County,"37,347"
 Vermont,Caledonia County,"30,233"
 Vermont,Chittenden County,"168,323"
 Vermont,Essex County,"5,920"
 Vermont,Franklin County,"49,946"
 Vermont,Grand Isle County,"7,293"
 Vermont,Lamoille County,"25,945"
 Vermont,Orange County,"29,277"
 Vermont,Orleans County,"27,393"
 Vermont,Rutland County,"60,572"
 Vermont,Washington County,"59,807"
 Vermont,Windham County,"45,905"
 Vermont,Windsor County,"57,753"
 Virginia,Accomack County,"33,413"
 Virginia,Albemarle County,"112,395"
 Virginia,Alleghany County,"15,223"
 Virginia,Amelia County,"13,265"
 Virginia,Amherst County,"31,307"
 Virginia,Appomattox County,"16,119"
 Virginia,Arlington County,"238,643"
 Virginia,Augusta County,"77,487"
 Virginia,Bath County,"4,209"
 Virginia,Bedford County,"79,462"
 Virginia,Bland County,"6,270"
 Virginia,Botetourt County,"33,596"
 Virginia,Brunswick County,"15,849"
 Virginia,Buchanan County,"20,355"
 Virginia,Buckingham County,"16,824"
 Virginia,Campbell County,"55,696"
 Virginia,Caroline County,"30,887"
 Virginia,Carroll County,"29,155"
 Virginia,Charles City County,"6,773"
 Virginia,Charlotte County,"11,529"
 Virginia,Chesterfield County,"364,548"
 Virginia,Clarke County,"14,783"
 Virginia,Craig County,"4,892"
 Virginia,Culpeper County,"52,552"
 Virginia,Cumberland County,"9,675"
 Virginia,Dickenson County,"14,124"
 Virginia,Dinwiddie County,"27,947"
 Virginia,Essex County,"10,599"
 Virginia,Fairfax County,"1,150,309"
 Virginia,Fauquier County,"72,972"
 Virginia,Floyd County,"15,476"
 Virginia,Fluvanna County,"27,249"
 Virginia,Franklin County,"54,477"
 Virginia,Frederick County,"91,419"
 Virginia,Giles County,"16,787"
 Virginia,Gloucester County,"38,711"
 Virginia,Goochland County,"24,727"
 Virginia,Grayson County,"15,333"
 Virginia,Greene County,"20,552"
 Virginia,Greensville County,"11,391"
 Virginia,Halifax County,"34,022"
 Virginia,Hanover County,"109,979"
 Virginia,Henrico County,"334,389"
 Virginia,Henry County,"50,948"
 Virginia,Highland County,"2,232"
 Virginia,Isle of Wight County,"38,606"
 Virginia,James City County,"78,254"
 Virginia,King and Queen County,"6,608"
 Virginia,King George County,"26,723"
 Virginia,King William County,"17,810"
 Virginia,Lancaster County,"10,919"
 Virginia,Lee County,"22,173"
 Virginia,Loudoun County,"420,959"
 Virginia,Louisa County,"37,596"
 Virginia,Lunenburg County,"11,936"
 Virginia,Madison County,"13,837"
 Virginia,Mathews County,"8,533"
 Virginia,Mecklenburg County,"30,319"
 Virginia,Middlesex County,"10,625"
 Virginia,Montgomery County,"99,721"
 Virginia,Nelson County,"14,775"
 Virginia,New Kent County,"22,945"
 Virginia,Northampton County,"12,282"
 Virginia,Northumberland County,"11,839"
 Virginia,Nottoway County,"15,642"
 Virginia,Orange County,"36,254"
 Virginia,Page County,"23,709"
 Virginia,Patrick County,"17,608"
 Virginia,Pittsylvania County,"60,501"
 Virginia,Powhatan County,"30,333"
 Virginia,Prince Edward County,"21,849"
 Virginia,Prince George County,"43,010"
 Virginia,Prince William County,"482,204"
 Virginia,Pulaski County,"33,800"
 Virginia,Rappahannock County,"7,348"
 Virginia,Richmond County,"8,923"
 Virginia,Roanoke County,"96,929"
 Virginia,Rockbridge County,"22,650"
 Virginia,Rockingham County,"83,757"
 Virginia,Russell County,"25,781"
 Virginia,Scott County,"21,576"
 Virginia,Shenandoah County,"44,186"
 Virginia,Smyth County,"29,800"
 Virginia,Southampton County,"17,996"
 Virginia,Spotsylvania County,"140,032"
 Virginia,Stafford County,"156,927"
 Virginia,Surry County,"6,561"
 Virginia,Sussex County,"10,829"
 Virginia,Tazewell County,"40,429"
 Virginia,Warren County,"40,727"
 Virginia,Washington County,"53,935"
 Virginia,Westmoreland County,"18,477"
 Virginia,Wise County,"36,130"
 Virginia,Wythe County,"28,290"
 Virginia,York County,"70,045"
 Virginia,Alexandria city,"159,467"
 Virginia,Bristol city,"17,219"
 Virginia,Buena Vista city,"6,641"
 Virginia,Charlottesville city,"46,553"
 Virginia,Chesapeake city,"249,422"
 Virginia,Colonial Heights city,"18,170"
 Virginia,Covington city,"5,737"
 Virginia,Danville city,"42,590"
 Virginia,Emporia city,"5,766"
 Virginia,Fairfax city,"24,146"
 Virginia,Falls Church city,"14,658"
 Virginia,Franklin city,"8,180"
 Virginia,Fredericksburg city,"27,982"
 Virginia,Galax city,"6,720"
 Virginia,Hampton city,"137,148"
 Virginia,Harrisonburg city,"51,814"
 Virginia,Hopewell city,"23,033"
 Virginia,Lexington city,"7,320"
 Virginia,Lynchburg city,"79,009"
 Virginia,Manassas city,"42,772"
 Virginia,Manassas Park city,"17,219"
 Virginia,Martinsville city,"13,485"
 Virginia,Newport News city,"186,247"
 Virginia,Norfolk city,"238,005"
 Virginia,Norton city,"3,687"
 Virginia,Petersburg city,"33,458"
 Virginia,Poquoson city,"12,460"
 Virginia,Portsmouth city,"97,915"
 Virginia,Radford city,"16,070"
 Virginia,Richmond city,"226,610"
 Virginia,Roanoke city,"100,011"
 Virginia,Salem city,"25,346"
 Virginia,Staunton city,"25,750"
 Virginia,Suffolk city,"94,324"
 Virginia,Virginia Beach city,"459,470"
 Virginia,Waynesboro city,"22,196"
 Virginia,Williamsburg city,"15,425"
 Virginia,Winchester city,"28,120"
 Washington,Adams County,"20,613"
 Washington,Asotin County,"22,285"
 Washington,Benton County,"206,873"
 Washington,Chelan County,"79,074"
 Washington,Clallam County,"77,155"
 Washington,Clark County,"503,311"
 Washington,Columbia County,"3,952"
 Washington,Cowlitz County,"110,730"
 Washington,Douglas County,"42,938"
 Washington,Ferry County,"7,178"
 Washington,Franklin County,"96,749"
 Washington,Garfield County,"2,286"
 Washington,Grant County,"99,123"
 Washington,Grays Harbor County,"75,636"
 Washington,Island County,"86,857"
 Washington,Jefferson County,"32,977"
 Washington,King County,"2,269,675"
 Washington,Kitsap County,"275,611"
 Washington,Kittitas County,"44,337"
 Washington,Klickitat County,"22,735"
 Washington,Lewis County,"82,149"
 Washington,Lincoln County,"10,876"
 Washington,Mason County,"65,726"
 Washington,Okanogan County,"42,104"
 Washington,Pacific County,"23,365"
 Washington,Pend Oreille County,"13,401"
 Washington,Pierce County,"921,130"
 Washington,San Juan County,"17,788"
 Washington,Skagit County,"129,523"
 Washington,Skamania County,"12,036"
 Washington,Snohomish County,"827,957"
 Washington,Spokane County,"539,339"
 Washington,Stevens County,"46,445"
 Washington,Thurston County,"294,793"
 Washington,Wahkiakum County,"4,422"
 Washington,Walla Walla County,"62,584"
 Washington,Whatcom County,"226,847"
 Washington,Whitman County,"47,973"
 Washington,Yakima County,"256,728"
 West Virginia,Barbour County,"15,465"
 West Virginia,Berkeley County,"122,076"
 West Virginia,Boone County,"21,809"
 West Virginia,Braxton County,"12,447"
 West Virginia,Brooke County,"22,559"
 West Virginia,Cabell County,"94,350"
 West Virginia,Calhoun County,"6,229"
 West Virginia,Clay County,"8,051"
 West Virginia,Doddridge County,"7,808"
 West Virginia,Fayette County,"40,488"
 West Virginia,Gilmer County,"7,408"
 West Virginia,Grant County,"10,976"
 West Virginia,Greenbrier County,"32,977"
 West Virginia,Hampshire County,"23,093"
 West Virginia,Hancock County,"29,095"
 West Virginia,Hardy County,"14,299"
 West Virginia,Harrison County,"65,921"
 West Virginia,Jackson County,"27,791"
 West Virginia,Jefferson County,"57,701"
 West Virginia,Kanawha County,"180,745"
 West Virginia,Lewis County,"17,033"
 West Virginia,Lincoln County,"20,463"
 West Virginia,Logan County,"32,567"
 West Virginia,McDowell County,"19,111"
 West Virginia,Marion County,"56,205"
 West Virginia,Marshall County,"30,591"
 West Virginia,Mason County,"25,453"
 West Virginia,Mercer County,"59,664"
 West Virginia,Mineral County,"26,938"
 West Virginia,Mingo County,"23,568"
 West Virginia,Monongalia County,"105,822"
 West Virginia,Monroe County,"12,376"
 West Virginia,Morgan County,"17,063"
 West Virginia,Nicholas County,"24,604"
 West Virginia,Ohio County,"42,425"
 West Virginia,Pendleton County,"6,143"
 West Virginia,Pleasants County,"7,653"
 West Virginia,Pocahontas County,"7,869"
 West Virginia,Preston County,"34,216"
 West Virginia,Putnam County,"57,440"
 West Virginia,Raleigh County,"74,591"
 West Virginia,Randolph County,"27,932"
 West Virginia,Ritchie County,"8,444"
 West Virginia,Roane County,"14,028"
 West Virginia,Summers County,"11,959"
 West Virginia,Taylor County,"16,705"
 West Virginia,Tucker County,"6,762"
 West Virginia,Tyler County,"8,313"
 West Virginia,Upshur County,"23,816"
 West Virginia,Wayne County,"38,982"
